time files tags foundfiles numtags
0.022993 68134 7895 0 3
0.02818 70417 8127 71 1
0.013234 72378 8366 0 10
0.023416 72652 8394 0 6
0.016702 72654 8396 0 7
0.021647 75555 8683 42 1
0.045765 77188 8846 0 9
0.006596 79917 9137 0 2
0.055854 80390 9184 194 1
0.027534 81826 9318 0 8
0.02553 83528 9482 81 1
0.062432 83588 9485 0 2
0.119916 84232 9543 0 2
0.016534 85054 9626 0 6
0.019055 86537 9768 0 3
0.027204 86569 9776 92 1
0.014045 87967 9913 0 4
0.015258 88763 9996 0 10
0.028218 89647 10081 67 1
0.005729 89928 10101 0 2
0.016561 91408 10255 0 3
0.012838 92136 10330 0 7
0.015251 92613 10372 0 3
0.018837 95160 10626 0 8
0.016495 97356 10845 0 2
0.040643 98396 10934 0 4
0.013367 99148 11016 0 7
0.005656 1935 1010 16 1
0.009612 2793 1012 23 1
0.020505 3401 1015 0 3
0.01039 3479 1016 0 2
0.025236 5345 1029 0 13
0.043942 5516 1032 0 3
0.017431 8316 1041 63 1
0.077835 10050 1053 1 3
0.029366 10732 1057 84 1
0.051249 11012 1059 0 6
0.117803 11981 1064 0 4
0.036476 12685 1068 107 1
0.095062 15382 1081 0 3
0.046684 16404 1087 0 16
0.103264 16827 1089 0 4
0.041217 17124 1093 121 1
0.120185 19034 1111 0 4
0.176962 19662 1114 0 4
0.180295 22869 1134 0 3
0.116054 24121 1147 0 7
0.057593 26452 1166 0 9
0.148945 26867 1169 0 9
0.081212 27190 1171 219 1
0.05577 30214 1187 0 10
0.170466 30789 1193 0 3
0.313498 32391 1200 4 2
0.269065 33038 1204 0 5
0.019644 34304 1210 0 15
0.104666 35315 1211 0 8
0.185566 36519 1224 2 2
0.255741 38442 1237 1 2
0.084491 38659 1239 320 1
0.035614 41801 1255 0 4
0.076448 44216 1273 0 8
0.258936 44866 1278 1 2
0.041042 46792 1291 136 1
0.182945 47330 1294 0 12
0.364202 47782 1298 0 3
0.025203 49025 1308 0 5
0.088219 49487 1311 346 1
0.296143 50299 1319 0 4
0.112407 51972 1329 0 5
0.533828 52863 1339 6 2
0.03406 53368 1342 0 3
0.303317 54009 1349 0 3
0.124369 54310 1350 0 5
0.093975 55237 1355 376 1
0.230533 55827 1357 0 8
0.302134 58308 1368 0 4
0.326669 59771 1377 3 2
0.154883 61302 1384 1 2
0.049212 62136 1387 0 16
0.22857 62573 1390 0 4
0.120309 63697 1395 435 1
0.293092 63869 1398 0 4
0.026432 63873 1399 0 6
0.26366 64450 1405 0 3
0.104797 65068 1407 425 1
0.039786 65263 1408 0 13
0.068943 68071 1423 0 5
0.217142 68490 1428 0 5
0.036404 69624 1435 0 6
0.104401 73609 1453 359 1
0.057764 4149 523 0 3
0.053281 5130 529 0 4
0.008434 6179 531 0 4
0.081374 7457 540 0 8
0.036096 10310 563 162 1
0.055214 12351 574 0 10
0.022529 13223 581 0 10
0.107209 15693 593 0 3
0.133819 16846 602 0 8
0.005999 19654 619 0 3
0.152143 21902 627 0 3
0.087265 21977 628 0 7
0.050255 22985 635 200 1
0.092455 23290 636 315 1
0.043084 25087 645 0 5
0.050278 25802 650 0 4
0.084368 25879 652 394 1
0.28311 25911 653 3 2
0.43854 27206 661 1 3
0.292675 28965 671 0 3
0.059377 29883 675 0 2
0.131804 30939 690 0 8
0.305961 32622 704 0 4
0.126131 35385 718 518 1
0.36725 37376 735 7 2
0.134379 37739 738 493 1
0.016741 39184 742 0 8
0.062148 39596 745 0 7
0.26928 40630 750 0 3
0.131331 40712 751 0 10
0.132914 40751 753 540 1
0.160079 41153 757 552 1
0.685459 41179 758 0 3
0.064381 42449 766 0 6
0.092932 42507 767 0 7
0.043888 44862 781 0 9
0.061991 45925 787 0 3
0.595546 47268 798 7 2
0.39397 49080 806 7 2
0.174789 51661 811 635 1
0.412201 52158 813 0 4
0.147278 52161 814 642 1
0.252417 52828 822 2 2
0.067035 53171 825 0 10
0.261611 54349 832 0 6
0.345337 54458 833 0 3
0.049968 56599 850 197 1
0.204636 56929 852 0 9
0.029523 57273 855 0 8
0.550053 60447 872 0 3
0.267092 60982 874 0 3
0.504606 62421 880 0 4
0.034026 66120 900 0 11
0.099957 72209 934 0 8
0.384942 72877 938 0 3
0.209363 73813 947 0 3
0.079633 74204 951 0 12
0.017482 74632 954 0 8
0.610753 75193 957 8 2
0.611788 75961 961 10 2
0.138162 78875 977 0 4
0.406248 78961 979 0 4
0.084833 79448 981 0 9
0.218214 80871 989 706 1
0.425476 82167 1000 0 3
0.078072 86220 1024 0 8
0.063676 86283 1026 0 9
0.385642 87399 1034 0 7
1.1301 95555 1088 11 2
0.051303 96010 1090 0 9
0.835437 98096 1098 0 3
0.182022 98125 1099 729 1
0.071041 98390 1100 356 1
0.210038 98888 1101 1029 1
