time files tags associatedfiles
0.233647 1126 1112 14 
0.805584 6360 1657 31 
0.696959 7156 1729 42 
0.496363 7291 1740 20 
0.861511 9713 1981 53 
1.36837 9890 1999 56 
0.695713 11378 2172 40 
0.553787 14631 2496 20 
0.40615 15636 2572 16 
0.916153 16503 2674 53 
0.712689 16610 2682 41 
2.30544 17417 2766 86 
1.33098 17560 2775 81 
0.462866 18887 2923 27 
1.17885 19076 2938 76 
0.503494 21666 3198 32 
0.169826 22164 3242 6 
1.23781 22379 3269 53 
2.34299 22489 3281 94 
0.081631 23587 3382 3 
0.808998 24826 3515 36 
0.691436 25664 3601 24 
7.38634 25707 3606 74 
2.42377 25991 3631 113 
5.79199 26709 3699 109 
0.049881 27192 3748 2 
0.519374 27773 3806 16 
0.828883 29558 3962 33 
7.92227 29711 3978 112 
0.365966 29892 3997 20 
7.70422 30513 4056 106 
0.193554 30725 4078 8 
0.450937 30831 4093 27 
9.40551 30859 4099 110 
1.31088 33082 4315 51 
11.4296 33199 4325 101 
14.4176 33540 4353 122 
6.23969 33566 4360 79 
0.411861 34717 4472 15 
11.9475 34778 4478 108 
0.545866 35194 4519 28 
0.078187 35951 4611 4 
0.618855 36292 4644 23 
7.98016 37452 4768 87 
13.5012 37923 4821 115 
3.78678 39551 4991 58 
4.21353 39946 5034 52 
4.12614 40021 5043 74 
0.144075 41477 5201 9 
17.8195 42372 5286 132 
3.3529 42808 5321 41 
7.28626 43718 5409 60 
6.87897 44563 5489 62 
11.5591 44651 5497 83 
21.5222 45969 5634 130 
0.283205 46178 5649 10 
11.816 46220 5655 40 
12.9691 46569 5695 91 
8.33502 46674 5707 58 
17.7163 47053 5740 82 
31.3365 47645 5793 141 
0.248464 48109 5839 10 
46.9579 48116 5840 17 
6.04605 48799 5899 45 
13.9573 48879 5912 100 
1.04966 49614 5985 21 
11.411 49848 6007 77 
24.6455 50574 6076 139 
14.6082 50677 6090 68 
48.0785 50685 6093 62 
10.0408 51993 6210 77 
1.61744 52154 6231 28 
30.0527 52189 6239 167 
28.2046 52738 6290 124 
9.23342 53043 6319 67 
70.6166 53959 6436 150 
10.2337 54003 6444 61 
16.0125 57690 6801 45 
7.37571 57916 6825 45 
23.1282 58505 6887 146 
38.1747 59551 7009 100 
9.37606 60054 7056 64 
11.0499 60616 7111 60 
4.62112 61520 7211 29 
40.2015 64370 7488 152 
6.36382 64480 7499 35 
30.6329 66239 7695 141 
49.1094 68134 7895 109 
26.8936 70417 8127 53 
0.904539 72378 8366 12 
7.69462 72652 8394 40 
33.0639 72654 8396 144 
10.782 74140 8546 54 
38.2657 74186 8548 67 
0.068593 75555 8683 2 
6.35028 75783 8707 11 
0.083678 77188 8846 3 
9.59211 79917 9137 24 
7.10494 80390 9184 44 
128.643 81826 9318 71 
28.5687 83528 9482 177 
14.5058 83588 9485 89 
1.33102 84232 9543 14 
36.6055 85054 9626 81 
37.3424 86537 9768 106 
8.03117 86569 9776 49 
34.3765 87348 9844 167 
11.9055 87967 9913 77 
4.23392 88763 9996 31 
12.384 89647 10081 75 
2.67146 89928 10101 16 
27.8107 91408 10255 113 
0.00841 92106 10326 0 
77.2376 92136 10330 167 
18.0272 92613 10372 107 
1.75153 95160 10626 17 
18.0213 97356 10845 61 
10.1976 98396 10934 54 
0.514985 99148 11016 10 
0.259328 1240 1008 10 
0.346068 1935 1010 24 
0.761187 2793 1012 26 
0.513729 3401 1015 25 
0.544594 3479 1016 21 
0.786625 5345 1029 37 
1.03463 5516 1032 44 
1.04999 8316 1041 66 
1.27324 10050 1053 83 
1.41608 10092 1054 83 
1.98209 10732 1057 81 
2.3655 11012 1059 89 
2.20773 11981 1064 93 
2.55012 12685 1068 107 
1.34235 12951 1071 88 
3.34013 15382 1081 127 
2.07081 16827 1089 126 
3.16284 17124 1093 132 
2.10435 19034 1111 130 
0.520039 19662 1114 25 
3.43453 22299 1128 161 
0.334378 22869 1134 21 
3.37744 24121 1147 210 
4.79575 26452 1166 196 
5.38232 26867 1169 201 
1.4469 27190 1171 57 
4.59345 29632 1182 198 
7.54916 30214 1187 247 
1.43925 30789 1193 91 
12.9136 32391 1200 244 
12.9242 33038 1204 254 
116.564 35315 1211 246 
17.916 36519 1224 267 
22.8352 38442 1237 289 
20.1924 38659 1239 277 
32.694 41104 1253 300 
32.4 41801 1255 313 
0.006717 42195 1262 0 
131.781 44216 1273 332 
49.1555 44866 1278 283 
50.6657 46792 1291 354 
49.8673 46849 1292 303 
45.9065 47330 1294 343 
68.9003 49025 1308 340 
48.6315 49487 1311 338 
123.136 50299 1319 345 
45.493 51972 1329 347 
132.41 52041 1330 253 
62.6703 52863 1339 386 
53.5911 53368 1342 250 
9.77602 54009 1349 115 
65.1354 54310 1350 354 
16.2729 55237 1355 174 
50.206 55827 1357 368 
5.40639 57233 1362 100 
53.2728 58308 1368 383 
152.133 59771 1377 453 
59.9278 62136 1387 419 
61.2318 62573 1390 440 
122.75 63869 1398 416 
89.7939 64450 1405 446 
88.3086 65068 1407 450 
170.671 65263 1408 485 
45.0668 67621 1422 309 
87.7248 68071 1423 474 
67.7412 68490 1428 473 
38.1136 68598 1429 95 
0.886446 69624 1435 46 
67.4078 72574 1447 448 
73.7973 72973 1449 477 
0.864128 4149 523 58 
1.29058 5130 529 89 
1.75777 6094 530 107 
2.94537 6179 531 107 
2.91353 7415 539 115 
2.59117 7457 540 107 
2.20867 10070 560 148 
2.16012 10310 563 146 
4.85895 12351 574 204 
5.04418 13223 581 179 
20.9139 13703 587 204 
15.7862 15693 593 221 
25.7104 16846 602 270 
41.7733 19654 619 286 
37.256 21902 627 294 
70.2188 21977 628 319 
0.006824 22041 630 0 
23.2487 22296 632 146 
61.5203 22985 635 313 
69.678 23290 636 337 
127.121 24263 639 313 
87.3818 25087 645 389 
99.1916 25879 652 338 
124.873 25911 653 348 
116.592 27206 661 419 
159.83 28965 671 430 
78.4273 29883 675 365 
101.224 30939 690 414 
49.3977 32622 704 301 
129.04 35385 718 482 
155.273 35936 723 491 
234.215 37739 738 515 
105.101 39184 742 462 
50.6508 39596 745 333 
139.467 40630 750 581 
106.535 40712 751 541 
166.833 40736 752 488 
93.5135 40751 753 557 
169.1 41153 757 588 
83.2231 41179 758 375 
18.1593 42449 766 147 
125.39 42507 767 559 
198.323 44862 781 599 
91.3578 45498 784 574 
173.463 45925 787 613 
120.094 47067 795 595 
224.8 47268 798 625 
159.421 48433 803 609 
157.214 49080 806 627 
178.416 49873 808 627 
127.097 52158 813 643 
192.667 52161 814 674 
146.173 52828 822 637 
171.05 53171 825 660 
117.683 54349 832 713 
2.62176 54458 833 62 
113.011 54923 835 371 
34.4101 56599 850 224 
156.932 56912 851 716 
132.216 56929 852 314 
157.642 57273 855 702 
42.2528 58599 862 237 
187.572 60447 872 797 
207.615 62421 880 776 
175.929 63949 888 791 
241.634 70511 925 820 
72.0468 71066 928 467 
284.758 71862 932 854 
174.524 72209 934 859 
213.643 72877 938 842 
230.696 73813 947 847 
0.459052 74204 951 29 
214.86 74632 954 840 
217.362 75193 957 620 
23.8587 75961 961 168 
100.745 78875 977 465 
32.8943 78961 979 201 
310.534 80871 989 877 
19.8228 82167 1000 176 
164.01 83925 1012 866 
254.531 86220 1024 917 
187.897 86283 1026 995 
286.976 87399 1034 990 
19.7649 93473 1073 127 
234.888 95555 1088 1046 
52.3275 96010 1090 100 
101.195 98096 1098 466 
5.17329 98125 1099 68 
252.29 98390 1100 1066 
1.96874 98888 1101 46 
