time files tags associatedfiles
1.62715 7119 1020 55 
0.951589 8066 1023 66 
1.34913 10482 1028 84 
1.7851 12562 1039 105 
2.02595 13413 1042 102 
1.72797 14676 1047 112 
2.25821 16600 1056 129 
3.58282 19011 1065 149 
3.59007 19048 1066 152 
2.57535 21912 1075 169 
3.37186 21923 1076 166 
3.9951 23200 1078 165 
4.45499 23379 1079 166 
3.89763 25608 1086 196 
4.97933 26038 1087 202 
5.84246 27916 1093 230 
3.13915 28102 1095 181 
3.74083 29199 1098 235 
3.77878 29485 1099 229 
1.91952 31869 1106 84 
5.88668 31870 1107 236 
5.9413 33054 1109 260 
5.3689 33777 1111 266 
4.94874 34745 1114 253 
5.00458 34840 1115 276 
4.803 34844 1116 257 
4.35677 36867 1120 267 
3.29775 38339 1124 148 
7.67194 40474 1134 314 
4.56438 40726 1135 309 
7.35891 40813 1136 322 
4.42532 42250 1139 270 
6.26874 42317 1140 305 
8.36267 42634 1141 322 
7.31836 45664 1149 310 
7.88056 45897 1151 304 
8.94021 48545 1155 373 
6.31737 49282 1156 383 
0.021488 49904 1158 1 
8.80033 50184 1160 366 
7.20591 50828 1162 314 
9.66954 51593 1165 370 
8.88512 52090 1170 362 
9.40815 52433 1172 402 
9.82451 54280 1175 410 
7.0946 55055 1178 435 
5.82098 56105 1182 369 
11.3103 58736 1187 468 
10.9668 58831 1188 416 
10.5713 60162 1194 440 
9.49331 60775 1196 409 
10.1286 61193 1198 417 
7.03147 61344 1199 414 
7.51163 61457 1201 470 
12.5846 62282 1204 435 
10.5814 62899 1205 480 
12.6138 63841 1209 475 
3.49003 65981 1215 143 
8.40224 67497 1221 495 
11.6411 67690 1224 508 
1.21434 69274 1232 40 
11.5356 70625 1233 472 
8.59513 71680 1236 516 
16.2521 72821 1238 527 
13.1016 75190 1242 544 
11.5708 75686 1243 547 
12.7623 76457 1244 537 
12.6151 78388 1248 591 
14.4968 78793 1250 558 
11.1481 79274 1252 594 
0.038535 79600 1253 2 
11.3668 83569 1262 614 
16.429 84520 1267 642 
10.184 85304 1271 600 
11.5672 85497 1272 595 
15.201 87061 1280 608 
0.101583 87579 1285 5 
12.9545 89617 1288 645 
17.4969 90197 1290 648 
7.96983 91614 1293 476 
16.7066 91628 1294 610 
15.1458 91812 1295 566 
12.4415 91916 1298 613 
17.5241 93283 1300 664 
16.8145 94087 1305 646 
17.512 94700 1308 724 
18.0864 95318 1310 671 
11.3571 96058 1311 668 
17.7319 97958 1316 660 
11.635 97969 1317 689 
6.52454 98530 1319 253 
15.6396 99222 1322 713 
12.2165 99299 1324 468 
18.5391 99439 1325 679 
0.031245 118 1002 1 
0.131228 844 1004 5 
0.110275 871 1005 4 
0.373704 2377 1011 16 
0.569051 3361 1013 35 
1.17763 4279 1014 44 
0.504239 4719 1016 30 
0.509053 5865 1018 35 
1.11337 7145 1023 50 
1.96417 8417 1028 79 
1.7992 9093 1031 73 
2.02597 10167 1032 82 
0.63187 10280 1033 25 
1.98736 10506 1034 90 
1.60747 10560 1035 107 
2.0696 11226 1037 86 
2.30138 12402 1039 96 
2.0344 14323 1043 118 
3.45246 16766 1054 139 
2.61509 17127 1055 134 
2.0613 17225 1056 142 
3.17944 17866 1060 141 
2.66229 19527 1063 143 
4.09921 21559 1067 159 
0.342687 21933 1072 19 
2.81413 22390 1073 180 
3.76641 23076 1075 158 
3.33095 23511 1078 188 
4.33078 23851 1081 171 
2.99439 26382 1085 191 
3.57098 27940 1090 215 
4.87298 28042 1091 185 
3.84224 30350 1101 245 
5.83622 30515 1102 229 
4.77055 31537 1104 212 
6.07642 33342 1108 239 
6.30551 36451 1116 280 
4.774 36547 1117 296 
4.81523 36578 1118 196 
6.78346 36711 1119 278 
5.00046 40574 1129 309 
4.72877 41408 1133 287 
5.9948 41999 1135 346 
7.50973 42008 1136 356 
6.81328 43012 1142 330 
8.22574 43081 1143 324 
8.65527 44399 1147 330 
9.00781 47011 1155 357 
5.99511 48391 1158 357 
5.74642 48435 1159 346 
5.98209 48661 1160 359 
6.6359 50436 1167 254 
9.76033 51960 1171 380 
8.34792 52473 1172 384 
6.04683 53124 1174 383 
6.28037 53440 1175 386 
1.00654 54007 1177 67 
0.483093 55507 1179 20 
5.80592 57362 1182 390 
9.66857 57406 1183 382 
10.8707 57606 1184 436 
11.1705 58108 1185 440 
6.90614 58308 1186 440 
8.90958 58361 1187 474 
10.8884 60517 1191 420 
10.0406 62508 1195 419 
9.2262 62745 1196 459 
10.9276 63121 1197 493 
3.95915 63457 1201 252 
7.67338 63518 1202 315 
10.5186 64172 1204 456 
5.2152 64218 1205 211 
5.37914 64493 1206 218 
8.031 64968 1207 511 
11.0971 64993 1208 471 
8.65895 65781 1209 504 
10.4314 66164 1212 499 
13.2112 68366 1219 535 
5.56558 70720 1225 247 
8.21166 71322 1227 499 
8.85731 72426 1229 541 
13.8747 73184 1232 530 
3.91568 73397 1233 169 
13.0942 75710 1237 575 
13.0603 76657 1241 520 
9.90073 78044 1245 403 
14.8536 80486 1249 583 
15.5282 80997 1250 614 
12.0728 81035 1251 570 
15.9521 81165 1253 567 
15.4276 81979 1256 622 
15.1966 82296 1257 581 
0.865325 83573 1260 30 
11.5286 84488 1265 465 
6.81363 86114 1267 308 
9.95468 87344 1269 597 
15.5036 91059 1274 652 
10.0642 91869 1275 648 
11.3824 92042 1276 682 
15.9208 92958 1279 653 
10.218 93085 1281 654 
16.9091 93145 1282 698 
13.8786 93163 1283 653 
18.2233 93224 1285 688 
10.3021 94738 1286 660 
13.7712 95530 1290 649 
15.2939 95708 1291 662 
14.7113 95937 1294 630 
12.3949 97175 1298 681 
18.532 97343 1299 708 
0.740633 3921 1014 32 
2.25035 4884 1017 35 
1.31066 5908 1019 52 
0.997467 8917 1024 65 
2.19121 10074 1025 95 
1.94205 11225 1028 81 
1.19971 11468 1029 87 
0.26204 11858 1030 10 
2.66098 14508 1036 117 
1.702 14920 1039 108 
2.28623 15034 1040 113 
3.34741 16378 1044 124 
2.35391 16885 1046 121 
3.28214 17070 1047 129 
3.81965 18341 1052 154 
4.73487 19396 1056 149 
3.60699 20443 1060 139 
2.5592 21123 1063 154 
2.71331 21491 1065 165 
0.088209 22452 1068 3 
2.45644 22559 1070 156 
3.2353 24112 1077 196 
3.01403 24944 1078 175 
5.56604 27877 1088 232 
3.8479 29812 1093 245 
5.10606 30838 1097 224 
5.8112 31113 1098 226 
5.63821 32446 1104 244 
5.42367 32448 1105 243 
5.59458 32887 1108 225 
6.31498 34587 1113 257 
4.48478 39133 1123 302 
7.82181 39507 1124 296 
5.08608 40477 1126 330 
7.38814 41387 1130 309 
5.7154 41769 1131 322 
7.61756 44745 1141 314 
8.67538 47895 1150 354 
2.14074 47969 1151 139 
5.23093 49343 1152 191 
6.14488 49970 1155 370 
8.77699 49987 1156 364 
5.20015 50417 1158 356 
5.19275 50646 1159 334 
8.44321 50961 1162 356 
5.81697 52067 1166 361 
10.177 52114 1167 387 
6.02058 52587 1169 377 
11.9441 53839 1174 439 
9.09797 54797 1178 390 
6.54924 56230 1182 381 
10.1886 56607 1183 445 
10.3846 56637 1184 420 
6.42154 57082 1186 271 
6.57361 57870 1190 417 
6.0047 58494 1192 418 
9.84382 60311 1195 423 
8.98054 63888 1203 462 
1.20341 64007 1205 85 
8.13981 66499 1211 500 
10.7455 66576 1212 439 
8.61288 68664 1217 517 
12.978 72383 1224 529 
13.2236 73884 1227 508 
8.32387 74248 1230 524 
8.80579 75224 1232 537 
7.71028 75315 1233 489 
16.0172 75889 1235 539 
11.8165 77218 1238 583 
8.56037 78225 1241 540 
9.46112 79512 1247 538 
2.50858 82438 1254 190 
21.0853 83063 1256 616 
11.5768 83847 1259 593 
24.3702 83872 1260 626 
6.99688 84486 1263 442 
16.6296 86393 1269 588 
17.3053 87284 1274 588 
22.3508 89432 1280 628 
23.0166 91509 1287 641 
36.9252 93127 1292 696 
25.039 94302 1297 618 
38.5088 95738 1301 686 
29.3959 95995 1303 636 
37.0981 97559 1306 703 
72.8806 98163 1307 683 
0.243223 1765 1021 16 
0.336357 2441 1032 14 
0.123302 2693 1039 6 
0.734704 2874 1043 34 
0.626056 3343 1051 23 
0.565173 3346 1052 22 
0.584869 3418 1054 27 
1.31124 6079 1094 49 
0.752734 6490 1101 44 
0.807597 7187 1112 51 
1.75146 9548 1152 78 
1.11094 9815 1156 71 
1.33716 10355 1167 71 
2.50866 11750 1181 97 
2.29906 11890 1185 92 
1.6957 13380 1211 87 
1.77701 13451 1212 109 
2.72256 13715 1217 104 
1.9661 15012 1234 88 
2.56219 15965 1243 103 
1.7792 16622 1257 116 
2.97225 18230 1287 135 
4.27622 18576 1295 133 
2.68605 19994 1317 131 
7.13778 21606 1342 138 
1.00002 21949 1348 60 
4.69952 22902 1360 137 
5.28232 23350 1365 156 
4.26397 23637 1371 163 
9.37201 25893 1403 194 
9.50053 25924 1406 169 
29.5666 25947 1407 169 
9.09666 26185 1414 182 
1.58631 26380 1415 72 
1.80714 27043 1423 127 
18.2898 28527 1443 191 
0.137808 736 1007 5 
0.181114 1636 1017 11 
0.162257 1507 1019 9 
0.114114 1524 1020 7 
0.129743 1798 1025 7 
0.309881 2249 1030 17 
0.579921 2500 1034 25 
0.697906 4128 1057 31 
0.371038 4166 1059 27 
1.3965 5121 1071 49 
0.911011 5927 1082 38 
1.12532 6194 1085 45 
1.40168 8776 1117 63 
1.06635 9611 1134 62 
1.61855 10099 1137 66 
2.3037 12197 1162 87 
2.30766 12415 1168 85 
0.399054 15259 1221 17 
2.30125 17530 1252 114 
3.47134 17939 1256 139 
3.49265 19341 1274 135 
2.35622 19840 1283 137 
2.73032 20139 1288 137 
4.00141 23035 1328 154 
8.00881 26418 1382 165 
7.55589 26559 1384 160 
9.92443 26703 1385 172 
13.0515 27042 1393 209 
7.61295 28142 1414 182 
10.0717 29114 1431 183 
1.02166 29762 1442 37 
9.87639 31137 1457 174 
16.1109 31163 1458 217 
113.268 33450 1487 220 
15.4928 33763 1489 201 
33.2166 34251 1497 224 
141.697 35249 1512 218 
15.3963 35416 1514 230 
7.3794 36165 1524 165 
139.484 37240 1535 227 
7.14503 38542 1549 155 
17.8482 40252 1575 224 
35.5599 41255 1586 239 
137.034 41320 1587 267 
2.86896 43542 1620 137 
30.8096 43553 1621 265 
20.8021 44193 1626 259 
2.86349 44337 1628 111 
29.0475 44391 1630 276 
21.6187 44533 1631 268 
26.6832 46306 1662 320 
26.6931 48740 1693 257 
61.9776 48745 1694 314 
34.6517 55072 1778 329 
37.0285 55235 1783 322 
44.1633 57448 1803 334 
2.22681 60048 1839 105 
44.0509 60666 1850 343 
5.25853 61280 1858 107 
41.179 62549 1879 336 
43.7005 65208 1919 294 
44.9243 65336 1921 384 
72.2242 65695 1928 413 
53.5627 66450 1943 410 
76.7739 67145 1951 358 
90.8275 69114 1975 394 
62.08 72682 2031 404 
40.6298 73085 2038 262 
73.9081 73130 2039 321 
80.9688 73462 2045 397 
169.387 74224 2054 397 
21.4431 75223 2066 181 
57.4505 76201 2078 316 
12.109 78412 2114 141 
57.8381 78858 2121 355 
56.3974 79436 2133 433 
78.9459 80017 2140 433 
37.3964 80533 2154 301 
54.401 80687 2157 432 
9.37226 81166 2166 123 
1.41509 81533 2172 69 
39.7366 83238 2197 332 
71.2629 84688 2222 230 
106.802 84907 2226 253 
76.9255 85265 2229 494 
32.0338 87092 2258 286 
170.778 87590 2267 413 
65.4597 87732 2268 451 
60.4644 89556 2296 476 
97.5506 90273 2305 505 
66.0939 90321 2307 482 
14.5746 91386 2323 140 
79.9029 94421 2363 456 
31.9491 95986 2391 261 
90.37 97669 2411 482 
0.278189 903 1014 10 
0.466599 1770 1033 18 
0.335696 2483 1044 15 
0.659035 3539 1055 25 
0.502106 3824 1058 17 
0.599812 4543 1068 25 
1.46302 6391 1096 54 
0.665023 6667 1101 40 
2.08188 8757 1129 82 
1.42477 10296 1149 60 
1.10533 10484 1151 68 
2.34323 10698 1156 91 
1.34513 11554 1178 83 
2.17841 14375 1215 105 
0.771199 15064 1228 29 
2.76628 15786 1234 115 
1.19914 17799 1264 38 
1.20423 20723 1298 71 
3.24573 21649 1310 155 
2.40735 21737 1311 103 
2.84171 22657 1327 165 
2.72982 25980 1360 175 
3.45388 27195 1382 129 
5.30497 34246 1473 223 
4.70723 34771 1485 175 
1.11831 35539 1496 68 
1.43092 35887 1502 58 
0.409207 36074 1505 16 
3.79858 37712 1527 233 
7.03219 38301 1535 261 
6.15845 39174 1555 233 
6.84078 40274 1570 213 
12.1065 40500 1575 235 
15.8978 41906 1597 249 
15.5242 43807 1625 289 
22.1025 43822 1626 277 
23.3104 45224 1638 304 
22.4484 46081 1644 297 
20.308 46324 1648 273 
20.6865 46427 1649 252 
1.00098 47204 1659 57 
2.04536 48051 1671 121 
22.7916 48321 1674 285 
30.2206 52792 1726 306 
27.3673 53346 1737 212 
16.9377 54649 1760 241 
44.2246 54663 1761 324 
0.764669 56684 1792 30 
39.3938 57081 1798 317 
98.2795 57519 1808 356 
32.6713 57700 1812 266 
40.9009 57750 1814 339 
39.4801 58234 1820 340 
64.2201 58749 1827 348 
163.981 59744 1843 350 
1.32247 60293 1851 53 
17.7435 61190 1869 219 
23.066 65097 1926 218 
28.7624 66649 1953 233 
52.91 67033 1958 385 
15.1003 67342 1964 127 
7.63662 67565 1968 137 
15.286 67688 1972 151 
185.234 68101 1977 357 
22.8689 68358 1981 208 
55.6812 70674 2018 375 
6.19288 71098 2022 112 
69.3452 71278 2025 378 
51.0017 71896 2032 389 
39.6652 72639 2049 326 
2.06448 73924 2063 75 
105.991 73989 2064 157 
59.1034 75271 2092 434 
53.5822 76306 2109 413 
51.2556 77177 2124 398 
55.1554 77938 2135 430 
73.7964 78818 2146 407 
28.5897 80494 2175 249 
55.4462 81525 2192 408 
27.92 82175 2198 236 
115.409 82542 2202 390 
55.1613 82632 2204 401 
61.9252 84754 2237 440 
182.02 85079 2242 396 
2.06242 85099 2243 83 
53.9044 86290 2259 339 
51.1002 87969 2279 383 
59.1113 88432 2280 417 
41.6784 91126 2332 313 
81.2086 92949 2355 485 
70.3528 93758 2370 499 
9.86592 94043 2373 106 
9.77773 96387 2408 133 
88.0183 97515 2423 533 
70.1086 99032 2444 484 
0.025222 244 1026 1 
0.171716 594 1056 6 
0.236099 802 1085 9 
