time files tags numtags
0.19933 91628 1294 9
0.217173 91812 1295 10
0.092707 91916 1298 8
0.125573 93283 1300 5
0.10739 94087 1305 6
0.125223 94700 1308 3
0.158544 95318 1310 7
0.123555 96058 1311 11
0.160424 97958 1316 11
0.160332 97969 1317 11
0.107501 98530 1319 5
0.129067 99222 1322 11
0.220281 99299 1324 10
0.181609 99439 1325 10
0.118575 118 1002 7
0.141802 844 1004 8
0.142738 871 1005 8
0.154066 2377 1011 10
0.04983 3361 1013 2
0.150709 4279 1014 8
0.071465 4719 1016 7
0.112298 5865 1018 9
0.060777 7145 1023 2
0.130268 8417 1028 8
0.10415 9093 1031 6
0.12351 10167 1032 6
0.228794 10280 1033 13
0.178108 10506 1034 10
0.123325 10560 1035 9
0.125542 11226 1037 7
0.197315 12402 1039 10
0.11582 14323 1043 10
0.171673 16766 1054 10
0.077624 17127 1055 5
0.095896 17225 1056 9
0.132076 17866 1060 10
0.038833 19527 1063 1
0.123988 21559 1067 8
0.064318 21933 1072 4
0.075965 22390 1073 7
0.101811 23076 1075 5
0.074486 23511 1078 5
0.1284 23851 1081 6
0.102975 26382 1085 9
0.048496 27940 1090 2
0.098632 28042 1091 5
0.055339 30350 1101 3
0.165401 30515 1102 9
0.119015 31537 1104 8
0.064113 33342 1108 2
0.099015 36451 1116 6
0.136061 36547 1117 11
0.181103 36578 1118 11
0.203672 36711 1119 12
0.131893 40574 1129 11
0.112011 41408 1133 10
0.087632 41999 1135 6
0.234004 42008 1136 12
0.080817 43012 1142 7
0.101343 43081 1143 5
0.094267 44399 1147 3
0.224172 47011 1155 12
0.220695 48391 1158 15
0.14561 48435 1159 11
0.070446 48661 1160 2
