time files tags numtags
0.170493 48740 1692 5 
0.198551 48745 1693 4 
0.26742 55072 1777 12 
0.342334 55235 1782 12 
0.17711 57448 1802 7 
0.171359 60048 1838 6 
0.178666 60666 1849 9 
0.189298 61280 1857 6 
0.143321 62549 1878 8 
0.392159 65208 1918 13 
0.229368 65336 1920 8 
0.253242 65695 1927 10 
0.17588 66450 1942 12 
0.160673 67145 1950 9 
0.188068 69114 1974 10 
0.301924 72682 2030 12 
0.180844 73085 2037 9 
0.202189 73130 2038 7 
0.144863 73462 2044 6 
0.170605 74224 2053 5 
0.269818 75223 2065 11 
0.272316 76201 2077 9 
0.143803 78412 2113 9 
0.116586 78858 2120 3 
0.179828 79436 2132 1 
0.210102 80017 2139 5 
0.133806 80533 2153 8 
0.210873 80687 2156 12 
0.118983 81166 2165 4 
0.155017 81533 2171 8 
0.140619 83238 2196 8 
0.156879 84688 2221 4 
0.314993 84907 2225 12 
0.219152 85265 2228 8 
0.167196 87092 2257 9 
0.316282 87590 2266 13 
0.205396 87732 2267 7 
0.112239 89556 2295 4 
0.16677 90273 2304 5 
0.181676 90321 2306 9 
0.277924 91386 2322 11 
0.202855 94421 2362 4 
0.25671 95986 2390 10 
0.15921 97669 2410 10 
0.193944 903 1013 7 
0.252701 1770 1032 11 
0.214791 2483 1043 15 
0.291631 3539 1054 12 
0.181525 3824 1057 3 
0.193232 4543 1067 5 
0.273843 6391 1095 8 
0.107194 6667 1100 3 
0.206147 8757 1128 7 
0.139437 10296 1148 8 
0.153043 10484 1150 5 
0.173264 10698 1155 5 
0.142371 11554 1177 8 
0.1618 14375 1214 7 
0.167529 15064 1227 3 
0.238422 15786 1233 8 
0.177832 17799 1263 5 
0.108544 20723 1297 4 
0.123516 21649 1309 4 
0.142304 21737 1310 3 
0.184282 22657 1326 7 
0.135932 25980 1359 6 
0.218974 27195 1381 8 
0.229018 34246 1472 8 
0.231038 34771 1484 9 
0.182177 35539 1495 9 
0.21457 35887 1501 9 
